Age,Gender,MaritalStatus,Department,JobRole,JobLevel,OverTime,OverTimeFlag,MonthlyIncome,SalaryGroup,TotalWorkingYears,ExperienceGroup,YearsAtCompany,TenureGroup,StockOptionLevel,OverTime_LowSalary,EarlyCareer,Attrition,Attrition_Prob,RiskCategory
37,Male,Married,Research & Development,Research Scientist,1,Yes,1,3564,Mid-Low,8,6-10,8,6-10,1,0,0,0,0.5322525921234641,Medium Risk
35,Female,Single,Research & Development,Laboratory Technician,2,No,0,4425,Mid-Low,10,6-10,6,6-10,0,0,0,0,0.41267148039470664,Medium Risk
42,Female,Divorced,Research & Development,Manufacturing Director,2,No,0,5265,Mid-High,11,11-20,5,4-5,1,0,0,0,0.26312139424510683,Low Risk
38,Male,Married,Research & Development,Manufacturing Director,2,No,0,6553,Mid-High,14,11-20,1,0-1,0,0,1,0,0.6265334044129348,Medium Risk
38,Male,Married,Research & Development,Manufacturing Director,2,No,0,6261,Mid-High,9,6-10,7,6-10,1,0,0,0,0.28503637100994916,Low Risk
27,Male,Married,Research & Development,Manufacturing Director,2,No,0,4298,Mid-Low,6,6-10,2,2-3,1,0,0,0,0.3616842581523376,Low Risk
49,Male,Divorced,Research & Development,Manufacturing Director,2,Yes,1,6804,Mid-High,7,6-10,7,6-10,2,0,0,0,0.36106166865293965,Low Risk
34,Male,Divorced,Research & Development,Research Scientist,1,Yes,1,3815,Mid-Low,5,3-5,5,4-5,1,0,0,0,0.5559404733443969,Medium Risk
40,Male,Married,Research & Development,Laboratory Technician,2,Yes,1,2741,Low,15,11-20,7,6-10,1,1,0,0,0.7487123798681664,High Risk
38,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,6673,Mid-High,17,11-20,1,0-1,0,0,1,1,0.8057479546728411,High Risk
29,Female,Married,Sales,Sales Executive,3,No,0,7639,Mid-High,10,6-10,10,6-10,3,0,0,1,0.17556505917203108,Low Risk
22,Male,Divorced,Research & Development,Research Scientist,1,Yes,1,2328,Low,4,3-5,4,4-5,1,1,0,0,0.8326145577670461,High Risk
36,Female,Single,Research & Development,Laboratory Technician,1,No,0,2153,Low,8,6-10,8,6-10,0,0,0,0,0.41997863367171506,Medium Risk
40,Male,Married,Research & Development,Healthcare Representative,2,No,0,4876,Mid-Low,5,3-5,3,2-3,1,0,0,0,0.30477255245860746,Low Risk
46,Male,Divorced,Research & Development,Healthcare Representative,3,No,0,9396,High,17,11-20,4,4-5,1,0,0,0,0.20421341637041973,Low Risk
32,Male,Married,Sales,Sales Executive,3,No,0,10400,High,14,11-20,14,11+,0,0,0,1,0.3845640322860281,Low Risk
30,Male,Single,Research & Development,Manufacturing Director,3,No,0,8474,High,12,11-20,11,11+,0,0,0,0,0.42346496480599144,Medium Risk
27,Female,Single,Sales,Sales Executive,2,No,0,9981,High,7,6-10,7,6-10,0,0,0,0,0.40487143105023005,Medium Risk
51,Male,Married,Research & Development,Research Director,3,No,0,12490,High,16,11-20,10,6-10,2,0,0,0,0.12210427798265666,Low Risk
30,Female,Single,Research & Development,Research Scientist,1,Yes,1,2657,Low,8,6-10,5,4-5,0,1,0,1,0.8546914883961084,High Risk
41,Female,Single,Sales,Manager,3,Yes,1,13591,High,16,11-20,1,0-1,0,0,1,0,0.7639578529574392,High Risk
30,Female,Single,Sales,Sales Executive,2,No,0,6696,Mid-High,9,6-10,6,6-10,0,0,0,1,0.4153168749408316,Medium Risk
29,Male,Single,Research & Development,Research Scientist,1,No,0,2058,Low,7,6-10,6,6-10,0,0,0,1,0.4573769978564074,Medium Risk
45,Female,Single,Sales,Sales Executive,3,No,0,8865,High,23,21+,19,11+,0,0,0,0,0.30011837945234576,Low Risk
54,Female,Married,Sales,Sales Executive,2,No,0,5940,Mid-High,16,11-20,6,6-10,1,0,0,0,0.19166019286003458,Low Risk
36,Male,Single,Research & Development,Laboratory Technician,2,No,0,5914,Mid-High,16,11-20,13,11+,0,0,0,0,0.36957289935079024,Low Risk
33,Female,Married,Research & Development,Research Scientist,1,No,0,2622,Low,7,6-10,3,2-3,0,0,0,0,0.42079911481528676,Medium Risk
37,Male,Divorced,Research & Development,Research Director,3,Yes,1,12185,High,10,6-10,10,6-10,3,0,0,0,0.27798412435704345,Low Risk
38,Male,Divorced,Sales,Sales Executive,3,No,0,10609,High,17,11-20,16,11+,2,0,0,0,0.17345273829594143,Low Risk
31,Male,Married,Research & Development,Manufacturing Director,2,No,0,4345,Mid-Low,6,6-10,5,4-5,1,0,0,0,0.3507697228244047,Low Risk
59,Male,Married,Research & Development,Research Scientist,1,No,0,2177,Low,7,6-10,1,0-1,1,0,1,0,0.4787865744708405,Medium Risk
37,Male,Divorced,Sales,Sales Representative,1,No,0,2793,Low,13,11-20,9,6-10,1,0,0,0,0.27812723974585873,Low Risk
29,Female,Married,Sales,Sales Executive,3,No,0,7918,Mid-High,11,11-20,11,11+,1,0,0,0,0.33636484807234046,Low Risk
35,Female,Single,Sales,Sales Executive,3,No,0,8789,High,10,6-10,10,6-10,0,0,0,0,0.40519303131962175,Medium Risk
29,Male,Single,Research & Development,Research Scientist,1,Yes,1,2389,Low,4,3-5,4,4-5,0,1,0,1,0.8706095018860557,High Risk
52,Female,Single,Research & Development,Laboratory Technician,1,No,0,3212,Mid-Low,6,6-10,2,2-3,0,0,0,0,0.32644221346116375,Low Risk
42,Male,Married,Research & Development,Manager,5,No,0,19232,High,22,21+,22,11+,0,0,0,0,0.27550242347559567,Low Risk
59,Male,Married,Human Resources,Human Resources,1,No,0,2267,Low,7,6-10,2,2-3,0,0,0,0,0.3002567772503185,Low Risk
50,Female,Divorced,Sales,Manager,5,No,0,19517,High,32,21+,7,6-10,1,0,0,0,0.1130997941794554,Low Risk
33,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,2436,Low,8,6-10,5,4-5,1,1,0,1,0.7812946488008526,High Risk
43,Female,Married,Sales,Manager,4,Yes,1,16064,High,22,21+,17,11+,1,0,0,0,0.38110582245172675,Low Risk
33,Female,Married,Research & Development,Laboratory Technician,1,No,0,2707,Low,13,11-20,9,6-10,0,0,0,1,0.3968891594008562,Low Risk
52,Male,Single,Sales,Manager,5,Yes,1,19068,High,33,21+,33,11+,0,0,0,0,0.41562447933165775,Medium Risk
32,Female,Married,Sales,Sales Representative,1,No,0,3931,Mid-Low,6,6-10,4,4-5,1,0,0,0,0.31509273426617573,Low Risk
32,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,3730,Mid-Low,4,3-5,3,2-3,0,0,0,1,0.6731418186308773,Medium Risk
39,Female,Divorced,Research & Development,Laboratory Technician,1,No,0,2232,Low,7,6-10,3,2-3,3,0,0,0,0.14574894576347328,Low Risk
32,Male,Married,Sales,Sales Executive,2,No,0,4465,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.45954111888974064,Medium Risk
41,Male,Divorced,Research & Development,Research Scientist,2,No,0,3072,Mid-Low,17,11-20,1,0-1,2,0,1,0,0.41521145870343457,Medium Risk
40,Male,Divorced,Research & Development,Research Scientist,2,No,0,3319,Mid-Low,9,6-10,9,6-10,2,0,0,0,0.2262081587685011,Low Risk
45,Male,Married,Research & Development,Manager,5,No,0,19202,High,25,21+,24,11+,1,0,0,0,0.17724478987284756,Low Risk
31,Male,Divorced,Research & Development,Research Director,3,No,0,13675,High,9,6-10,2,2-3,1,0,0,0,0.2538162675665767,Low Risk
33,Female,Married,Research & Development,Research Scientist,1,No,0,2911,Low,2,0-2,2,2-3,1,0,1,0,0.6368926643791286,Medium Risk
34,Male,Married,Research & Development,Manufacturing Director,2,No,0,5957,Mid-High,13,11-20,11,11+,1,0,0,0,0.29222875895869654,Low Risk
37,Female,Married,Research & Development,Research Scientist,1,No,0,3920,Mid-Low,17,11-20,3,2-3,1,0,0,0,0.2316447383381394,Low Risk
45,Male,Married,Research & Development,Manufacturing Director,2,No,0,6434,Mid-High,9,6-10,3,2-3,1,0,0,0,0.24575237722574508,Low Risk
37,Male,Divorced,Research & Development,Manufacturing Director,3,No,0,10048,High,17,11-20,1,0-1,2,0,1,1,0.38268413807405455,Low Risk
39,Female,Single,Research & Development,Healthcare Representative,3,No,0,10938,High,20,11-20,19,11+,0,0,0,0,0.32107763736786465,Low Risk
29,Male,Single,Research & Development,Research Scientist,1,No,0,2340,Low,6,6-10,6,6-10,0,0,0,0,0.4606505720996932,Medium Risk
42,Female,Single,Research & Development,Research Scientist,2,Yes,1,6545,Mid-High,10,6-10,3,2-3,0,0,0,0,0.5867852206981945,Medium Risk
29,Male,Divorced,Sales,Sales Executive,2,No,0,6931,Mid-High,10,6-10,3,2-3,1,0,0,0,0.2999319672004722,Low Risk
25,Female,Married,Research & Development,Manufacturing Director,2,No,0,4898,Mid-Low,5,3-5,4,4-5,2,0,0,0,0.2779118977165403,Low Risk
42,Female,Divorced,Research & Development,Laboratory Technician,1,Yes,1,2593,Low,10,6-10,9,6-10,1,1,0,0,0.745272337631181,High Risk
40,Male,Divorced,Research & Development,Research Director,5,No,0,19436,High,22,21+,21,11+,1,0,0,0,0.19817826238415762,Low Risk
51,Male,Married,Research & Development,Research Scientist,1,No,0,2723,Low,1,0-2,1,0-1,0,0,1,0,0.6609109348712486,Medium Risk
31,Male,Single,Research & Development,Laboratory Technician,1,No,0,3479,Mid-Low,6,6-10,5,4-5,0,0,0,1,0.4326576556417085,Medium Risk
32,Male,Married,Research & Development,Laboratory Technician,1,No,0,2794,Low,5,3-5,5,4-5,0,0,0,0,0.4433954227436693,Medium Risk
38,Male,Married,Sales,Sales Executive,2,No,0,5249,Mid-High,13,11-20,8,6-10,1,0,0,0,0.275645653770669,Low Risk
32,Male,Single,Research & Development,Laboratory Technician,2,No,0,2176,Low,9,6-10,6,6-10,0,0,0,0,0.46383263649234124,Medium Risk
46,Female,Married,Sales,Manager,4,Yes,1,16872,High,28,21+,7,6-10,1,0,0,0,0.2931620242521038,Low Risk
28,Male,Single,Research & Development,Laboratory Technician,1,No,0,3485,Mid-Low,5,3-5,0,0-1,0,0,1,1,0.7259680065715873,High Risk
29,Male,Married,Sales,Sales Executive,2,No,0,6644,Mid-High,10,6-10,0,0-1,2,0,1,0,0.4748564811385699,Medium Risk
31,Male,Married,Research & Development,Healthcare Representative,2,No,0,5582,Mid-High,10,6-10,9,6-10,1,0,0,0,0.3221733185463084,Low Risk
25,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,4000,Mid-Low,6,6-10,6,6-10,2,0,0,0,0.28679713378665816,Low Risk
45,Male,Married,Research & Development,Healthcare Representative,4,Yes,1,13496,High,21,21+,20,11+,0,0,0,0,0.5307448437354628,Medium Risk
36,Male,Married,Research & Development,Laboratory Technician,1,No,0,3210,Mid-Low,16,11-20,15,11+,1,0,0,0,0.27575930017394673,Low Risk
55,Male,Single,Research & Development,Manager,5,Yes,1,19045,High,37,21+,36,11+,0,0,0,0,0.3831207160518762,Low Risk
47,Male,Married,Research & Development,Manager,3,Yes,1,11849,High,10,6-10,10,6-10,1,0,0,1,0.43925547048694885,Medium Risk
28,Male,Married,Research & Development,Research Scientist,1,No,0,2070,Low,5,3-5,5,4-5,1,0,0,0,0.36446114055926787,Low Risk
37,Male,Married,Sales,Sales Executive,2,No,0,6502,Mid-High,7,6-10,5,4-5,1,0,0,0,0.29311149939155023,Low Risk
21,Male,Single,Research & Development,Research Scientist,1,No,0,3230,Mid-Low,3,3-5,3,2-3,0,0,0,0,0.501656416600816,Medium Risk
37,Female,Divorced,Research & Development,Research Director,3,Yes,1,13603,High,15,11-20,5,4-5,2,0,0,0,0.3138809336959951,Low Risk
35,Female,Divorced,Research & Development,Manager,3,No,0,11996,High,10,6-10,7,6-10,1,0,0,0,0.2614419109459942,Low Risk
38,Female,Divorced,Sales,Sales Executive,2,Yes,1,5605,Mid-High,8,6-10,8,6-10,1,0,0,0,0.5376658913076747,Medium Risk
26,Female,Divorced,Research & Development,Manufacturing Director,2,No,0,6397,Mid-High,6,6-10,6,6-10,1,0,0,0,0.3522959699653748,Low Risk
50,Male,Divorced,Research & Development,Research Director,5,No,0,19144,High,28,21+,10,6-10,2,0,0,0,0.08789760092866646,Low Risk
53,Male,Married,Research & Development,Research Director,4,Yes,1,17584,High,21,21+,5,4-5,3,0,0,0,0.14344172403599295,Low Risk
42,Male,Married,Sales,Sales Executive,2,No,0,4907,Mid-Low,20,11-20,20,11+,0,0,0,0,0.34748700631912066,Low Risk
29,Male,Single,Sales,Sales Executive,2,No,0,4554,Mid-Low,10,6-10,10,6-10,0,0,0,0,0.45324711326397704,Medium Risk
55,Male,Married,Research & Development,Laboratory Technician,2,Yes,1,5415,Mid-High,12,11-20,10,6-10,1,0,0,0,0.4316550072988515,Medium Risk
26,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,4741,Mid-Low,5,3-5,5,4-5,1,0,0,0,0.6200345411041117,Medium Risk
37,Female,Single,Research & Development,Research Scientist,1,No,0,2115,Low,17,11-20,17,11+,0,0,0,0,0.3815279974434721,Low Risk
44,Male,Divorced,Research & Development,Laboratory Technician,1,Yes,1,3161,Mid-Low,19,11-20,1,0-1,1,0,1,1,0.6963492440435828,Medium Risk
38,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,5745,Mid-High,10,6-10,2,2-3,1,0,0,0,0.27250805032886005,Low Risk
26,Male,Divorced,Research & Development,Laboratory Technician,1,Yes,1,2373,Low,5,3-5,3,2-3,1,1,0,1,0.8145079020064331,High Risk
28,Female,Single,Research & Development,Research Scientist,1,No,0,3310,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.45696261472250543,Medium Risk
49,Female,Single,Research & Development,Research Director,5,Yes,1,18665,High,22,21+,3,2-3,0,0,0,0,0.42106675386405873,Medium Risk
36,Male,Single,Research & Development,Research Scientist,2,No,0,4485,Mid-Low,10,6-10,8,6-10,0,0,0,0,0.4128957354397456,Medium Risk
31,Female,Divorced,Sales,Sales Representative,1,No,0,2789,Low,2,0-2,2,2-3,1,0,1,0,0.6477876274297029,Medium Risk
26,Male,Single,Sales,Sales Executive,2,Yes,1,5828,Mid-High,8,6-10,8,6-10,0,0,0,1,0.6971989982490552,Medium Risk
37,Male,Married,Research & Development,Research Scientist,1,Yes,1,2326,Low,4,3-5,4,4-5,3,1,0,0,0.5985165690666736,Medium Risk
42,Female,Married,Sales,Sales Executive,4,No,0,13525,High,23,21+,20,11+,1,0,0,0,0.2112437443235224,Low Risk
18,Male,Single,Research & Development,Laboratory Technician,1,No,0,1420,Low,0,0-2,0,0-1,0,0,1,1,0.8066250695765405,High Risk
35,Male,Married,Sales,Sales Executive,3,No,0,8020,Mid-High,12,11-20,11,11+,2,0,0,0,0.21674402173472815,Low Risk
36,Male,Married,Research & Development,Laboratory Technician,1,No,0,3688,Mid-Low,4,3-5,1,0-1,2,0,1,0,0.4855806143929865,Medium Risk
51,Male,Divorced,Research & Development,Manufacturing Director,2,No,0,5482,Mid-High,13,11-20,4,4-5,1,0,0,0,0.21515893992847232,Low Risk
41,Male,Single,Sales,Manager,4,No,0,16015,High,22,21+,22,11+,0,0,0,0,0.2835962428956407,Low Risk
18,Female,Single,Sales,Sales Representative,1,No,0,1200,Low,0,0-2,0,0-1,0,0,1,0,0.8084263405279154,High Risk
28,Male,Single,Research & Development,Healthcare Representative,2,No,0,5661,Mid-High,9,6-10,8,6-10,0,0,0,0,0.4447461333033864,Medium Risk
31,Male,Married,Sales,Sales Executive,2,No,0,6929,Mid-High,10,6-10,8,6-10,1,0,0,0,0.3042687581896856,Low Risk
39,Male,Divorced,Research & Development,Healthcare Representative,3,No,0,9613,High,19,11-20,18,11+,3,0,0,0,0.11819110244118664,Low Risk
36,Female,Married,Research & Development,Laboratory Technician,2,No,0,5674,Mid-High,11,11-20,9,6-10,1,0,0,0,0.2933468011041816,Low Risk
32,Male,Married,Sales,Sales Executive,2,No,0,5484,Mid-High,13,11-20,13,11+,1,0,0,0,0.3112927207463717,Low Risk
38,Female,Married,Research & Development,Research Director,3,No,0,12061,High,19,11-20,10,6-10,1,0,0,0,0.21100542133500466,Low Risk
58,Male,Divorced,Research & Development,Healthcare Representative,2,Yes,1,5660,Mid-High,12,11-20,5,4-5,1,0,0,0,0.3986794358888566,Low Risk
31,Male,Married,Research & Development,Research Scientist,1,Yes,1,4821,Mid-Low,6,6-10,5,4-5,1,0,0,0,0.5511131075000634,Medium Risk
31,Male,Married,Human Resources,Human Resources,2,No,0,6410,Mid-High,9,6-10,2,2-3,0,0,0,0,0.4021216068215309,Medium Risk
45,Male,Divorced,Research & Development,Laboratory Technician,3,No,0,5210,Mid-High,24,21+,24,11+,1,0,0,0,0.2554852673254258,Low Risk
31,Male,Divorced,Research & Development,Research Scientist,1,Yes,1,2695,Low,3,3-5,2,2-3,1,1,0,0,0.8028012500966729,High Risk
33,Female,Married,Research & Development,Manager,3,No,0,11878,High,12,11-20,10,6-10,2,0,0,0,0.188579299736272,Low Risk
39,Male,Married,Research & Development,Manager,4,Yes,1,17068,High,21,21+,21,11+,0,0,0,0,0.5175575219084961,Medium Risk
43,Female,Single,Research & Development,Laboratory Technician,1,No,0,2455,Low,9,6-10,8,6-10,0,0,0,0,0.3751219772078977,Low Risk
49,Female,Single,Research & Development,Healthcare Representative,4,Yes,1,13964,High,25,21+,7,6-10,0,0,0,0,0.4364763671956024,Medium Risk
52,Male,Married,Research & Development,Research Scientist,2,No,0,4941,Mid-High,11,11-20,8,6-10,0,0,0,1,0.32474278073740054,Low Risk
27,Female,Single,Research & Development,Research Scientist,1,Yes,1,2478,Low,4,3-5,4,4-5,0,1,0,0,0.8746451170148221,High Risk
32,Female,Married,Sales,Sales Executive,2,Yes,1,5228,Mid-High,13,11-20,13,11+,0,0,0,0,0.6601308109518648,Medium Risk
27,Male,Single,Sales,Sales Executive,2,Yes,1,4478,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.7174498705928805,High Risk
31,Male,Divorced,Sales,Sales Executive,2,No,0,7547,Mid-High,13,11-20,7,6-10,3,0,0,0,0.13544967936107324,Low Risk
32,Female,Single,Research & Development,Research Scientist,2,No,0,5055,Mid-High,10,6-10,7,6-10,0,0,0,0,0.42254656536581237,Medium Risk
28,Male,Married,Research & Development,Research Scientist,1,Yes,1,3464,Mid-Low,5,3-5,3,2-3,0,0,0,1,0.6879177000690437,Medium Risk
30,Female,Married,Research & Development,Research Scientist,2,No,0,5775,Mid-High,11,11-20,10,6-10,2,0,0,0,0.23182902819889556,Low Risk
31,Female,Married,Research & Development,Manufacturing Director,3,No,0,8943,High,10,6-10,10,6-10,1,0,0,0,0.3189101344965709,Low Risk
39,Male,Married,Research & Development,Manager,5,No,0,19272,High,21,21+,21,11+,1,0,0,0,0.2074208714340799,Low Risk
39,Female,Married,Sales,Sales Executive,2,Yes,1,5238,Mid-High,12,11-20,1,0-1,0,0,1,1,0.8345051193207497,High Risk
33,Male,Single,Sales,Sales Executive,2,No,0,4682,Mid-Low,9,6-10,7,6-10,0,0,0,0,0.4291939213633244,Medium Risk
47,Male,Married,Research & Development,Research Director,5,No,0,18300,High,21,21+,3,2-3,1,0,0,0,0.15781114895803253,Low Risk
43,Female,Divorced,Research & Development,Laboratory Technician,2,No,0,5257,Mid-High,9,6-10,9,6-10,1,0,0,0,0.27996431127076327,Low Risk
27,Male,Married,Sales,Sales Executive,2,Yes,1,6349,Mid-High,6,6-10,5,4-5,1,0,0,0,0.5881809912245969,Medium Risk
54,Female,Single,Research & Development,Research Scientist,2,No,0,4869,Mid-Low,20,11-20,4,4-5,0,0,0,0,0.2552546185067915,Low Risk
43,Female,Married,Research & Development,Healthcare Representative,3,No,0,9985,High,10,6-10,1,0-1,1,0,1,0,0.5118015007118792,Medium Risk
45,Male,Married,Research & Development,Research Scientist,2,No,0,3697,Mid-Low,12,11-20,10,6-10,2,0,0,0,0.1940228776696896,Low Risk
40,Male,Married,Sales,Sales Executive,2,Yes,1,7457,Mid-High,6,6-10,4,4-5,3,0,0,0,0.29353036764680834,Low Risk
29,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,2119,Low,7,6-10,7,6-10,0,1,0,1,0.8668448964182673,High Risk
29,Male,Single,Research & Development,Laboratory Technician,1,No,0,3983,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.44396738823898374,Medium Risk
30,Female,Divorced,Sales,Sales Executive,2,No,0,6118,Mid-High,10,6-10,10,6-10,3,0,0,0,0.16289548478091123,Low Risk
27,Female,Married,Sales,Sales Executive,2,No,0,6214,Mid-High,8,6-10,8,6-10,1,0,0,0,0.34269381853180414,Low Risk
37,Male,Divorced,Research & Development,Manufacturing Director,2,No,0,6347,Mid-High,8,6-10,6,6-10,2,0,0,0,0.20805364431276,Low Risk
38,Male,Divorced,Research & Development,Research Director,3,Yes,1,11510,High,12,11-20,11,11+,1,0,0,0,0.47860967986369196,Medium Risk
31,Female,Single,Research & Development,Manufacturing Director,3,Yes,1,7143,Mid-High,11,11-20,11,11+,0,0,0,0,0.6823872560170704,Medium Risk
29,Female,Divorced,Sales,Sales Executive,2,Yes,1,8268,Mid-High,7,6-10,7,6-10,2,0,0,0,0.4408069157444075,Medium Risk
35,Male,Single,Research & Development,Manufacturing Director,3,No,0,8095,Mid-High,17,11-20,16,11+,0,0,0,0,0.3846575651681971,Low Risk
23,Male,Divorced,Research & Development,Research Scientist,1,No,0,2904,Low,4,3-5,4,4-5,2,0,0,0,0.2828149860007835,Low Risk
41,Male,Single,Research & Development,Manufacturing Director,2,Yes,1,6032,Mid-High,8,6-10,5,4-5,0,0,0,0,0.6174825526088693,Medium Risk
47,Male,Single,Sales,Sales Representative,2,No,0,2976,Mid-Low,5,3-5,0,0-1,0,0,1,0,0.6816483155301445,Medium Risk
42,Female,Single,Research & Development,Research Director,4,No,0,15992,High,16,11-20,1,0-1,0,0,1,0,0.5452808951403001,Medium Risk
29,Male,Married,Sales,Sales Executive,2,No,0,4649,Mid-Low,4,3-5,4,4-5,1,0,0,0,0.366586509115923,Low Risk
42,Male,Divorced,Human Resources,Human Resources,1,Yes,1,2696,Low,4,3-5,3,2-3,1,1,0,0,0.7618050780548786,High Risk
32,Female,Married,Research & Development,Laboratory Technician,1,No,0,2370,Low,8,6-10,8,6-10,1,0,0,0,0.331570301232524,Low Risk
48,Female,Married,Sales,Manager,3,No,0,12504,High,15,11-20,0,0-1,1,0,1,0,0.4156970779698794,Medium Risk
37,Male,Divorced,Research & Development,Research Scientist,2,Yes,1,5974,Mid-High,13,11-20,7,6-10,2,0,0,0,0.38953433447891145,Low Risk
30,Female,Married,Sales,Sales Executive,2,Yes,1,4736,Mid-Low,4,3-5,2,2-3,1,0,0,0,0.5984761623857308,Medium Risk
26,Male,Married,Sales,Sales Executive,2,No,0,5296,Mid-High,8,6-10,8,6-10,1,0,0,0,0.3583680137468147,Low Risk
42,Male,Single,Research & Development,Healthcare Representative,2,No,0,6781,Mid-High,14,11-20,1,0-1,0,0,1,0,0.6042880712070666,Medium Risk
21,Female,Single,Sales,Sales Representative,1,Yes,1,2174,Low,3,3-5,3,2-3,0,1,0,1,0.8906528054942201,High Risk
36,Female,Single,Sales,Sales Executive,2,No,0,6653,Mid-High,7,6-10,1,0-1,0,0,1,0,0.6790418296991915,Medium Risk
36,Male,Married,Sales,Sales Executive,3,No,0,9699,High,16,11-20,13,11+,1,0,0,0,0.2626078070736933,Low Risk
57,Male,Married,Research & Development,Healthcare Representative,2,No,0,6755,Mid-High,15,11-20,3,2-3,0,0,0,0,0.24904119205833683,Low Risk
